Date,Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty,CAC_USD,ROAS
2024-11-09,Facebook,Performance/ROAS,297.71,3008,2358,7,342.86,Working Professionals,top rated productivity app,35004,4.4,42.529999999999994,1.1516576534211147
2024-12-19,Facebook,Performance/ROAS,389.05,3315,28303,7,722.4,Millennials,easy goal setting,34043,4.6,55.57857142857143,1.8568307415499292
2024-10-06,Google Search,App Install,106.64,173,47872,14,0.0,Students,free habit tracker,5651,1.3,7.617142857142857,0.0
2024-11-22,Google Search,App Install,287.17,1123,15574,10,0.0,Working Professionals,mobile finance solutions,37350,3.6,28.717000000000002,0.0
2024-08-27,TikTok,Performance/ROAS,7.83,3137,27932,13,420.94,Gen Z,top rated productivity app,12632,4.8,0.6023076923076923,53.759897828863345
2024-12-22,Instagram,Performance/ROAS,277.78,4791,14147,12,595.12,Gen Z,best budget planning app,7756,3.7,23.14833333333333,2.142414860681115
2024-12-29,Google Search,Performance/ROAS,467.49,3178,45647,8,380.75,Gen Z,secure investment tracker,11405,2.7,58.43625,0.8144559241908917
2024-12-19,Facebook,Performance/ROAS,394.22,3156,35374,14,984.8,Working Professionals,mobile finance solutions,41311,1.0,28.15857142857143,2.498097509005124
2024-06-27,Facebook,Re-engagement,265.5,1627,36554,8,318.04,Students,free habit tracker,21653,4.5,33.1875,1.1978907721280603
2024-01-18,Google Search,Re-engagement,215.0,345,41944,11,534.21,Millennials,free habit tracker,3728,2.4,19.545454545454547,2.4846976744186047
2024-03-18,Facebook,Performance/ROAS,14.24,2970,6526,8,725.91,Gen Z,free habit tracker,27217,1.3,1.78,50.97682584269663
2024-09-13,Facebook,Performance/ROAS,307.83,2270,12774,9,986.69,Gen Z,top rated productivity app,17533,0.6,34.20333333333333,3.2053081246142354
2024-05-26,Google Search,Performance/ROAS,143.46,2106,40712,8,24.27,Students,top rated productivity app,13637,3.0,17.9325,0.16917607695524883
2024-12-26,Google Search,Performance/ROAS,442.42,1075,7709,6,949.91,Millennials,free habit tracker,47733,1.9,73.73666666666666,2.147077437728855
2024-07-13,TikTok,Brand Awareness,112.26,3112,45803,7,597.08,Millennials,mobile finance solutions,19142,3.8,16.037142857142857,5.318724389809371
2024-03-23,Google Search,Re-engagement,470.18,1403,29001,7,676.59,Students,mobile finance solutions,6805,3.5,67.16857142857143,1.4390020843081373
2024-03-11,Google Search,Brand Awareness,186.23,509,12747,10,957.27,Gen Z,mobile finance solutions,42600,1.9,18.622999999999998,5.140256671857381
2024-09-29,Facebook,Performance/ROAS,134.59,4454,34805,13,615.23,Millennials,free habit tracker,31375,2.5,10.353076923076923,4.571141986774649
2024-08-23,Google Search,App Install,140.02,4666,28210,10,0.0,Students,free habit tracker,1671,2.5,14.002,0.0
2024-02-11,Instagram,App Install,250.16,505,47816,11,0.0,Students,best budget planning app,29734,4.6,22.741818181818182,0.0
2024-05-30,TikTok,Performance/ROAS,329.17,3307,24936,7,790.01,Millennials,free habit tracker,35360,4.1,47.02428571428572,2.400006075887839
2024-12-06,Facebook,App Install,243.01,2254,21781,11,0.0,Students,best budget planning app,27656,1.4,22.09181818181818,0.0
2024-08-15,Google Search,Performance/ROAS,483.14,4015,24137,10,613.17,Students,mobile finance solutions,43717,1.3,48.314,1.2691352403030176
2024-04-12,Google Search,Re-engagement,155.19,249,28944,6,781.02,Working Professionals,free habit tracker,35738,2.1,25.865,5.032669630775179
2024-02-14,Facebook,Performance/ROAS,143.05,4473,1982,6,25.76,Students,best budget planning app,41902,4.2,23.84166666666667,0.1800768961901433
2024-01-24,Google Search,App Install,224.68,3319,38167,9,0.0,Millennials,mobile finance solutions,35380,1.7,24.964444444444446,0.0
2024-09-14,Google Search,Performance/ROAS,175.81,4967,10461,7,772.26,Students,secure investment tracker,17975,4.3,25.115714285714287,4.392582901996473
2024-01-14,TikTok,Re-engagement,64.88,1901,24386,11,777.22,Students,mobile finance solutions,24308,0.7,5.8981818181818175,11.979346485819976
2024-08-28,Facebook,Brand Awareness,235.31,1663,36924,12,276.49,Millennials,secure investment tracker,22217,1.3,19.609166666666667,1.1750031872848583
2024-11-05,Instagram,Performance/ROAS,386.04,4073,46979,10,470.91,Gen Z,top rated productivity app,41709,3.8,38.604,1.2198476841778054
2024-12-09,Facebook,App Install,214.18,1827,19160,6,0.0,Millennials,top rated productivity app,4457,4.2,35.696666666666665,0.0
2024-01-05,Facebook,Performance/ROAS,399.7,1767,13894,5,212.04,Students,best budget planning app,33409,0.8,79.94,0.5304978734050538
2024-05-25,Facebook,Re-engagement,239.37,3398,35612,13,712.43,Working Professionals,free habit tracker,35858,4.4,18.413076923076922,2.9762710448260012
2024-10-31,Google Search,App Install,438.55,3263,23138,8,0.0,Millennials,free habit tracker,22153,3.3,54.81875,0.0
2024-09-30,Facebook,Re-engagement,362.56,3652,2665,13,359.06,Gen Z,secure investment tracker,24706,4.0,27.88923076923077,0.990346425419241
2024-12-11,Facebook,Brand Awareness,404.9,77,43172,13,923.64,Millennials,easy goal setting,37169,1.9,31.146153846153844,2.2811558409483825
2024-05-22,Instagram,Performance/ROAS,19.95,4252,9836,15,634.83,Students,best budget planning app,12536,0.9,1.3299999999999998,31.82105263157895
2024-12-12,Instagram,Brand Awareness,36.74,91,27239,11,170.98,Gen Z,best budget planning app,16510,1.8,3.3400000000000003,4.653783342406096
2024-11-23,Facebook,Performance/ROAS,426.36,804,3300,8,201.82,Gen Z,mobile finance solutions,40457,3.8,53.295,0.4733558495168402
2024-03-20,Google Search,Brand Awareness,223.3,1401,17401,11,233.44,Students,easy goal setting,33857,2.9,20.3,1.0454097626511418
2024-11-16,Facebook,App Install,123.62,3860,24524,13,0.0,Students,mobile finance solutions,1014,0.8,9.50923076923077,0.0
2024-09-04,Facebook,App Install,481.91,1824,35297,8,0.0,Working Professionals,secure investment tracker,23064,1.4,60.23875,0.0
2024-05-25,Google Search,Brand Awareness,334.75,828,7310,8,884.01,Students,secure investment tracker,1574,4.2,41.84375,2.640806572068708
2024-08-12,Facebook,Performance/ROAS,175.83,493,25085,17,716.65,Working Professionals,free habit tracker,42409,1.1,10.342941176470589,4.075811863732014
2024-12-12,Facebook,Performance/ROAS,77.68,1387,10525,9,40.17,Gen Z,easy goal setting,34613,3.7,8.631111111111112,0.5171215242018538
2024-09-13,Instagram,Performance/ROAS,22.35,4996,25933,4,48.306,Millennials,free habit tracker,11264,1.7,5.5875,2.1613422818791945
2024-08-27,Instagram,Re-engagement,465.88,345,2043,10,480.14,Gen Z,secure investment tracker,47357,3.8,46.588,1.030608740448184
2024-12-16,Google Search,Performance/ROAS,329.69,2445,25136,7,835.08,Students,easy goal setting,7072,4.1,47.098571428571425,2.5329248688161607
2024-05-21,Google Search,App Install,401.92,3890,38823,13,0.0,Millennials,mobile finance solutions,20498,2.3,30.916923076923077,0.0
2024-05-25,Google Search,Performance/ROAS,356.28,2373,45425,10,34.43,Students,mobile finance solutions,17456,2.8,35.628,0.09663747614235994
2024-01-08,Facebook,App Install,192.18,766,29323,11,0.0,Students,best budget planning app,43581,3.3,17.470909090909092,0.0
2024-11-11,Facebook,Performance/ROAS,65.23,1115,38874,12,25.48,Working Professionals,free habit tracker,17123,3.6,5.435833333333334,0.3906178138893147
2024-02-22,Instagram,Re-engagement,437.8,1343,9825,15,207.2,Working Professionals,easy goal setting,33981,4.9,29.186666666666667,0.47327546825034256
2024-01-27,Instagram,Performance/ROAS,444.44,3585,43672,5,645.8,Gen Z,free habit tracker,23277,2.7,88.888,1.4530645306453063
2024-08-08,Google Search,Performance/ROAS,314.53,4656,27676,17,787.92,Working Professionals,secure investment tracker,17060,4.8,18.50176470588235,2.505071058404604
2024-06-16,Instagram,Re-engagement,242.68,2107,46404,11,680.95,Students,secure investment tracker,2112,2.9,22.061818181818182,2.8059584638206694
2024-08-16,Google Search,Re-engagement,135.2,2628,19145,16,678.3,Gen Z,mobile finance solutions,10445,2.1,8.45,5.0170118343195265
2024-01-30,Facebook,Brand Awareness,235.45,2992,5470,13,32.53,Gen Z,easy goal setting,15102,4.0,18.111538461538462,0.13816096835846253
2024-02-15,Facebook,Performance/ROAS,391.01,655,44198,11,251.93,Students,free habit tracker,49132,4.0,35.54636363636364,0.6443057722308893
2024-04-18,Google Search,Re-engagement,97.87,188,39987,13,376.95,Gen Z,secure investment tracker,34005,2.0,7.5284615384615385,3.851537754163686
2024-04-10,Facebook,Re-engagement,96.29,2201,17488,9,453.04,Gen Z,secure investment tracker,32026,2.4,10.69888888888889,4.704953785439817
2024-12-17,Google Search,Performance/ROAS,33.9,4588,5405,7,570.23,Students,easy goal setting,17433,1.3,4.8428571428571425,16.82094395280236
2024-05-30,Facebook,App Install,256.52,2824,5125,10,0.0,Millennials,mobile finance solutions,36715,4.9,25.651999999999997,0.0
2024-04-11,Instagram,Performance/ROAS,374.6,4467,32058,8,419.24,Gen Z,secure investment tracker,29265,2.5,46.825,1.1191671115856914
2024-12-19,Facebook,App Install,103.13,53,11594,14,0.0,Working Professionals,easy goal setting,44513,2.9,7.366428571428571,0.0
2024-09-14,Google Search,Performance/ROAS,147.63,4839,25870,13,847.33,Gen Z,free habit tracker,6816,1.9,11.356153846153846,5.739551581656845
2024-02-05,Google Search,Performance/ROAS,461.1,3976,31459,8,839.76,Students,top rated productivity app,20506,4.6,57.6375,1.82121014964216
2024-11-08,Instagram,Brand Awareness,92.32,2983,4525,13,204.31,Millennials,free habit tracker,41717,3.0,7.101538461538461,2.213063258232236
2024-08-05,Facebook,Performance/ROAS,461.63,210,29144,6,154.81,Millennials,free habit tracker,10673,3.5,76.93833333333333,0.33535515456101206
2024-06-05,Instagram,App Install,100.48,3430,23973,8,0.0,Students,secure investment tracker,14600,0.7,12.56,0.0
2024-08-31,TikTok,Performance/ROAS,75.48,1673,26000,7,845.59,Working Professionals,free habit tracker,6938,1.6,10.782857142857143,11.202835188129306
2024-03-25,TikTok,Re-engagement,417.44,1712,22591,9,168.07,Millennials,mobile finance solutions,11408,3.0,46.382222222222225,0.4026207359141433
2024-06-11,Instagram,Performance/ROAS,88.01,1997,27109,15,671.89,Students,best budget planning app,2511,2.5,5.867333333333334,7.6342461083967725
2024-11-03,Facebook,Performance/ROAS,273.27,2558,37775,8,473.28,Gen Z,best budget planning app,45451,1.6,34.15875,1.7319134921506203
2024-02-03,Instagram,Re-engagement,91.1,4418,670,9,972.42,Millennials,secure investment tracker,47805,1.5,10.122222222222222,10.674204171240396
2024-05-15,Google Search,Performance/ROAS,28.96,808,34315,11,939.26,Gen Z,best budget planning app,31900,2.2,2.632727272727273,32.43301104972375
2024-09-25,Google Search,Re-engagement,438.27,4517,45571,8,637.14,Working Professionals,top rated productivity app,3458,3.5,54.78375,1.4537613799712505
2024-09-13,Google Search,Performance/ROAS,62.48,2606,24626,6,664.09,Working Professionals,best budget planning app,9574,2.9,10.413333333333332,10.628841229193343
2024-06-03,Google Search,App Install,97.75,1252,18804,10,0.0,Millennials,top rated productivity app,2778,3.2,9.775,0.0
2024-04-29,Google Search,Performance/ROAS,147.97,3116,3343,7,561.84,Millennials,free habit tracker,25737,4.8,21.138571428571428,3.796985875515307
2024-01-07,Facebook,App Install,160.3,2944,44203,8,0.0,Millennials,secure investment tracker,39418,1.8,20.0375,0.0
2024-09-03,Facebook,App Install,457.28,1984,48104,6,0.0,Millennials,top rated productivity app,10343,2.6,76.21333333333332,0.0
2024-07-22,Facebook,Performance/ROAS,108.44,4902,41163,9,862.76,Gen Z,easy goal setting,48463,1.6,12.04888888888889,7.956104758391738
2024-02-03,Facebook,Brand Awareness,216.55,1252,1619,11,701.07,Students,secure investment tracker,38545,4.7,19.686363636363637,3.2374509351189102
2024-08-31,Facebook,Performance/ROAS,407.76,4692,8788,8,145.06,Students,easy goal setting,7534,1.0,50.97,0.3557484794977438
2024-02-21,Google Search,Performance/ROAS,415.25,450,26170,6,869.05,Students,secure investment tracker,39856,3.2,69.20833333333333,2.0928356411800118
2024-04-12,Google Search,App Install,201.84,2679,21887,9,0.0,Gen Z,easy goal setting,2962,2.9,22.426666666666666,0.0
2024-05-15,Google Search,Re-engagement,384.02,1680,39929,7,519.02,Students,best budget planning app,5827,3.0,54.86,1.3515441904067496
2024-11-23,Facebook,Re-engagement,219.61,464,22144,11,412.43,Millennials,top rated productivity app,2210,3.6,19.964545454545455,1.8780110195346296
2024-02-24,Google Search,Performance/ROAS,252.59,1303,19305,8,815.97,Working Professionals,free habit tracker,15231,3.2,31.57375,3.230412922126767
2024-12-21,Facebook,Performance/ROAS,274.08,4282,10275,9,8.83,Students,easy goal setting,22883,2.4,30.453333333333333,0.03221687098657326
2024-04-25,Google Search,Re-engagement,49.92,2790,44898,10,228.44,Students,best budget planning app,33227,2.4,4.992,4.576121794871795
2024-02-26,Facebook,Re-engagement,91.28,959,34301,8,172.63,Working Professionals,easy goal setting,28300,1.3,11.41,1.891213847502191
2024-07-20,Google Search,Re-engagement,371.14,2437,2654,7,605.8,Students,top rated productivity app,8456,3.9,53.019999999999996,1.6322681467909683
2024-03-21,Instagram,App Install,279.0,577,21914,6,0.0,Millennials,easy goal setting,47233,1.2,46.5,0.0
2024-06-25,Google Search,Performance/ROAS,477.88,3225,23773,8,108.14,Students,top rated productivity app,30126,1.8,59.735,0.22629111910939986
2024-01-15,Facebook,Performance/ROAS,443.23,1412,20823,15,101.14,Working Professionals,top rated productivity app,28221,0.8,29.54866666666667,0.2281885251449586
2024-11-04,Facebook,Re-engagement,276.5,3760,35853,15,456.97,Millennials,top rated productivity app,32677,1.7,18.433333333333334,1.6526943942133816
2024-11-16,Facebook,Performance/ROAS,123.46,3473,30740,11,995.35,Millennials,mobile finance solutions,1904,2.6,11.223636363636363,8.062125384739998
2024-10-06,Facebook,Performance/ROAS,9.44,3758,23890,6,848.72,Millennials,easy goal setting,31531,2.1,1.5733333333333333,89.90677966101696
2024-10-30,Facebook,Re-engagement,66.16,2607,48943,14,210.09,Working Professionals,best budget planning app,40257,4.5,4.725714285714285,3.1754836759371226
2024-08-13,Facebook,Performance/ROAS,342.78,4417,37613,9,408.26,Students,secure investment tracker,23837,4.2,38.086666666666666,1.1910263142540405
2024-10-21,Google Search,Performance/ROAS,339.95,3753,20486,9,982.58,Students,secure investment tracker,21143,2.4,37.77222222222222,2.89036623032799
2024-11-22,Facebook,Brand Awareness,392.51,3122,16130,11,282.48,Working Professionals,free habit tracker,24275,2.1,35.68272727272727,0.7196759318233931
2024-06-11,Facebook,Performance/ROAS,452.09,1178,47799,8,509.67,Millennials,secure investment tracker,32470,4.7,56.51125,1.1273640204384083
2024-05-12,Google Search,Performance/ROAS,379.98,4638,45491,15,630.17,Working Professionals,best budget planning app,35963,4.3,25.332,1.6584293910205798
2024-05-20,Instagram,Performance/ROAS,274.84,1877,1838,15,293.78,Working Professionals,mobile finance solutions,35698,3.9,18.322666666666667,1.0689128220055304
2024-08-20,Google Search,Performance/ROAS,114.71,2250,29855,11,734.06,Students,mobile finance solutions,16252,2.2,10.428181818181818,6.399267718594717
2024-09-30,TikTok,Brand Awareness,323.42,4238,1748,12,518.43,Gen Z,mobile finance solutions,47349,2.7,26.951666666666668,1.6029620926349637
2024-09-21,Google Search,Re-engagement,316.98,1252,24183,13,556.57,Students,best budget planning app,20850,1.7,24.383076923076924,1.7558521042337056
2024-07-13,Google Search,App Install,392.59,4272,12540,13,0.0,Students,secure investment tracker,28674,4.1,30.199230769230766,0.0
2024-09-08,Google Search,Brand Awareness,180.7,2624,32339,15,717.04,Millennials,secure investment tracker,31027,1.6,12.046666666666665,3.968123962368567
2024-09-01,Google Search,Performance/ROAS,326.81,4031,22467,12,434.39,Millennials,top rated productivity app,49396,0.7,27.234166666666667,1.329182093571188
2024-04-19,Google Search,App Install,68.57,4010,47843,15,0.0,Students,secure investment tracker,18744,4.4,4.571333333333333,0.0
2024-12-16,TikTok,Performance/ROAS,383.81,4827,13506,6,621.52,Gen Z,best budget planning app,1080,4.7,63.968333333333334,1.6193429040410618
2024-08-04,TikTok,Re-engagement,188.78,4184,43449,22,838.83,Gen Z,easy goal setting,7749,2.2,8.58090909090909,4.443426210403644
2024-01-24,Facebook,Performance/ROAS,345.73,3967,32690,8,256.41,Millennials,best budget planning app,25685,3.0,43.21625,0.7416481069042317
2024-02-09,Facebook,Re-engagement,11.96,3896,23148,11,75.3,Working Professionals,easy goal setting,9596,1.1,1.0872727272727274,6.295986622073578
2024-10-25,Google Search,App Install,398.39,2514,7013,13,0.0,Working Professionals,top rated productivity app,788,2.7,30.645384615384614,0.0
2024-01-13,TikTok,Performance/ROAS,263.92,860,27931,10,219.06,Working Professionals,easy goal setting,20704,2.3,26.392000000000003,0.8300242497726583
2024-07-21,Instagram,Re-engagement,107.03,1249,44298,9,134.25,Millennials,mobile finance solutions,37415,1.7,11.892222222222223,1.2543212183499952
2024-10-29,Instagram,Performance/ROAS,123.18,4949,32237,14,837.32,Gen Z,free habit tracker,3514,0.7,8.79857142857143,6.797532066893976
2024-03-08,Instagram,Re-engagement,145.96,3657,23819,11,829.08,Students,easy goal setting,40926,3.2,13.26909090909091,5.680186352425322
2024-06-24,Google Search,Re-engagement,372.81,3257,32018,11,374.43,Working Professionals,secure investment tracker,30426,3.3,33.89181818181818,1.00434537700169
2024-06-23,Google Search,Brand Awareness,442.8,2137,39784,11,111.46,Millennials,mobile finance solutions,29310,0.8,40.25454545454546,0.25171635049683827
2024-05-10,Google Search,App Install,365.1,1918,39004,13,0.0,Students,best budget planning app,16142,2.8,28.084615384615386,0.0
2024-01-17,TikTok,Re-engagement,29.65,3194,9302,12,871.63,Gen Z,mobile finance solutions,35720,1.5,2.470833333333333,29.397301854974707
2024-09-05,Facebook,Performance/ROAS,341.7,2287,32222,9,374.22,Students,free habit tracker,10981,2.2,37.96666666666667,1.0951712028094822
2024-11-04,Google Search,Performance/ROAS,473.98,4182,25644,10,3.15,Millennials,free habit tracker,34726,5.0,47.398,0.006645850035866492
2024-04-19,Instagram,Performance/ROAS,357.69,898,8642,11,500.9,Gen Z,easy goal setting,48232,2.4,32.517272727272726,1.4003746260728562
2024-07-08,Facebook,Performance/ROAS,41.45,4223,19905,10,808.18,Working Professionals,best budget planning app,22878,4.3,4.1450000000000005,19.497708082026534
2024-07-24,Google Search,Performance/ROAS,188.79,4883,34255,9,773.85,Millennials,secure investment tracker,38571,4.7,20.976666666666667,4.098998887652948
2024-05-06,TikTok,Brand Awareness,406.19,3774,15349,9,878.72,Working Professionals,secure investment tracker,47478,3.5,45.132222222222225,2.1633225830276475
2024-09-10,Google Search,App Install,184.71,3747,3850,5,0.0,Working Professionals,secure investment tracker,13685,3.7,36.942,0.0
2024-01-01,Instagram,Performance/ROAS,366.11,4771,41687,14,880.0,Working Professionals,free habit tracker,44384,2.4,26.150714285714287,2.403649176477015
2024-01-18,Google Search,App Install,108.54,4409,43456,11,0.0,Working Professionals,best budget planning app,10644,2.0,9.867272727272727,0.0
2024-08-14,Instagram,Re-engagement,167.12,1063,22604,9,869.2,Students,secure investment tracker,1792,3.5,18.56888888888889,5.2010531354715175
2024-04-10,Facebook,Re-engagement,356.06,4890,42487,9,158.04,Students,top rated productivity app,38368,3.0,39.562222222222225,0.44385777677919447
2024-07-17,Facebook,Performance/ROAS,277.73,4429,33172,16,877.94,Millennials,best budget planning app,39540,1.3,17.358125,3.161127713966802
2024-11-22,Facebook,Performance/ROAS,448.72,4414,44958,18,546.44,Students,easy goal setting,47712,2.7,24.928888888888892,1.2177750044571225
2024-02-21,Facebook,Performance/ROAS,104.64,667,23521,8,949.24,Gen Z,best budget planning app,46287,1.6,13.08,9.071483180428135
2024-07-09,Facebook,Re-engagement,346.7,3513,47261,8,563.6,Millennials,free habit tracker,32023,3.4,43.3375,1.625612921834439
2024-01-03,Google Search,App Install,62.33,4381,45854,7,0.0,Gen Z,mobile finance solutions,14205,2.5,8.904285714285715,0.0
2024-09-27,Instagram,Performance/ROAS,301.25,1287,11459,7,505.14,Gen Z,secure investment tracker,31274,1.0,43.035714285714285,1.6768132780082987
2024-08-10,Facebook,Brand Awareness,218.35,3522,3220,9,506.48,Students,easy goal setting,49215,4.5,24.26111111111111,2.319578658117701
2024-02-01,Instagram,App Install,191.87,1415,28118,13,0.0,Students,secure investment tracker,14706,1.7,14.75923076923077,0.0
2024-06-05,Facebook,Performance/ROAS,42.05,1450,35507,14,104.61,Gen Z,easy goal setting,43155,1.5,3.0035714285714286,2.487752675386445
2024-05-16,Facebook,Performance/ROAS,227.52,164,36876,15,21.72,Gen Z,secure investment tracker,35933,3.2,15.168000000000001,0.09546413502109703
2024-09-14,Google Search,App Install,22.92,4120,37027,15,0.0,Millennials,free habit tracker,20459,3.2,1.528,0.0
2024-09-21,Google Search,Performance/ROAS,466.98,1499,16325,7,324.56,Millennials,best budget planning app,10351,3.0,66.71142857142857,0.6950190586320613
2024-06-01,Instagram,Re-engagement,57.13,3351,11820,11,245.93,Gen Z,mobile finance solutions,38049,0.7,5.193636363636364,4.304743567302643
2024-11-10,Facebook,Performance/ROAS,308.86,3445,11818,8,516.26,Gen Z,secure investment tracker,16400,1.1,38.6075,1.6715016512335685
2024-10-26,TikTok,Re-engagement,347.78,3505,36510,10,278.97,Working Professionals,secure investment tracker,42233,2.3,34.778,0.8021450342170339
2024-08-20,Google Search,Brand Awareness,265.27,4343,39444,11,280.2,Millennials,mobile finance solutions,17533,4.5,24.115454545454543,1.0562822784332944
2024-04-11,Facebook,Performance/ROAS,138.12,594,41620,6,368.95,Students,secure investment tracker,37023,4.7,23.02,2.6712279177526788
2024-06-26,Google Search,Performance/ROAS,410.43,566,46551,11,79.03,Working Professionals,top rated productivity app,23143,0.9,37.31181818181818,0.1925541505250591
2024-12-17,Facebook,App Install,272.99,1999,17001,9,0.0,Working Professionals,best budget planning app,42536,2.7,30.332222222222224,0.0
2024-06-09,Instagram,Re-engagement,134.49,951,34453,4,62.711000000000006,Students,top rated productivity app,16038,1.0,33.6225,0.46628745631645474
2024-04-04,TikTok,Performance/ROAS,454.35,4635,41458,8,799.69,Gen Z,easy goal setting,13396,2.2,56.79375,1.7600748321778366
2024-03-23,Facebook,Performance/ROAS,89.72,2744,2941,10,943.73,Millennials,mobile finance solutions,1832,1.1,8.972,10.518613464110567
2024-04-09,Google Search,Re-engagement,492.2,570,16174,6,93.63,Millennials,best budget planning app,5337,0.8,82.03333333333333,0.1902275497765136
2024-05-07,Google Search,Performance/ROAS,356.28,2497,32647,5,26.86,Gen Z,secure investment tracker,29000,2.6,71.256,0.07539014258448412
2024-09-27,Facebook,Brand Awareness,401.11,3005,5820,13,320.14,Students,best budget planning app,6932,1.2,30.854615384615386,0.7981351748896811
2024-08-22,Facebook,Performance/ROAS,384.1,2975,45856,7,877.2,Millennials,secure investment tracker,43642,3.9,54.871428571428574,2.283780265555845
2024-07-19,Facebook,App Install,82.44,2326,19754,11,0.0,Millennials,mobile finance solutions,6773,0.9,7.494545454545454,0.0
2024-09-10,Facebook,Re-engagement,226.65,2990,1594,8,902.43,Working Professionals,top rated productivity app,27736,0.7,28.33125,3.9816015883520843
2024-01-18,Google Search,Re-engagement,330.36,3730,2671,8,341.07,Millennials,easy goal setting,33392,1.3,41.295,1.03241917907737
2024-11-03,Facebook,Re-engagement,493.15,1128,46211,11,158.04,Working Professionals,secure investment tracker,27988,3.2,44.83181818181818,0.3204704450978404
2024-06-07,Facebook,Performance/ROAS,433.56,812,2862,12,158.13,Gen Z,secure investment tracker,2821,1.5,36.13,0.3647246055909217
2024-02-23,Facebook,Performance/ROAS,450.14,3144,24678,12,393.72,Millennials,secure investment tracker,21115,2.2,37.51166666666666,0.8746612165104191
2024-08-26,Facebook,Performance/ROAS,82.05,2598,35334,11,803.95,Students,easy goal setting,21127,1.8,7.459090909090909,9.798293723339428
2024-11-24,Google Search,Performance/ROAS,142.78,4506,12631,2,14.274,Students,easy goal setting,29779,3.9,71.39,0.09997198487183079
2024-02-20,Facebook,Performance/ROAS,453.57,1711,14768,7,656.89,Students,mobile finance solutions,32412,3.2,64.79571428571428,1.4482659787904844
2024-04-16,Google Search,Performance/ROAS,227.98,981,26684,6,502.45,Students,easy goal setting,39826,2.3,37.99666666666666,2.203921396613738
2024-02-05,Instagram,Performance/ROAS,415.01,2590,46780,11,813.06,Millennials,mobile finance solutions,15825,3.2,37.72818181818182,1.9591335148550637
2024-10-02,Facebook,Performance/ROAS,139.41,1703,15027,9,22.75,Working Professionals,mobile finance solutions,13013,2.6,15.49,0.1631877196757765
2024-10-17,Google Search,Brand Awareness,65.67,1482,17851,8,397.84,Working Professionals,best budget planning app,38218,0.5,8.20875,6.058169636059083
2024-10-13,Google Search,Performance/ROAS,484.57,1229,1862,11,653.13,Working Professionals,best budget planning app,3378,1.5,44.051818181818184,1.3478547991002332
2024-07-06,Google Search,App Install,65.11,3711,42338,8,0.0,Gen Z,secure investment tracker,48158,1.9,8.13875,0.0
2024-07-14,Google Search,Performance/ROAS,497.62,3952,24513,7,813.82,Millennials,secure investment tracker,10032,4.5,71.08857142857143,1.6354246211968972
2024-06-13,Instagram,Performance/ROAS,248.72,4672,12859,8,245.54,Millennials,secure investment tracker,14077,4.9,31.09,0.9872145384367964
2024-08-03,Google Search,Re-engagement,88.65,866,22986,12,906.31,Working Professionals,top rated productivity app,37134,1.5,7.3875,10.223463056965594
2024-11-06,Google Search,Brand Awareness,257.92,4682,36224,18,886.41,Working Professionals,mobile finance solutions,7590,2.5,14.32888888888889,3.436763337468982
2024-06-10,Facebook,Brand Awareness,219.01,2926,45137,9,184.24,Gen Z,free habit tracker,19584,0.6,24.334444444444443,0.8412401260216429
2024-03-01,Facebook,Brand Awareness,87.75,2459,11870,10,741.24,Working Professionals,secure investment tracker,8611,2.9,8.775,8.447179487179488
2024-01-18,Facebook,Performance/ROAS,341.12,1255,22525,9,387.53,Students,free habit tracker,6034,4.3,37.90222222222222,1.1360518292682926
2024-09-17,Google Search,Re-engagement,134.39,3926,26482,6,742.34,Students,easy goal setting,6967,0.8,22.39833333333333,5.523774090334103
2024-09-11,Google Search,Re-engagement,52.47,3438,8753,15,997.08,Millennials,best budget planning app,11809,3.1,3.4979999999999998,19.002858776443684
2024-01-31,Instagram,Re-engagement,260.93,3868,27869,13,83.12,Gen Z,easy goal setting,43679,1.9,20.071538461538463,0.3185528685854444
2024-11-19,Google Search,Performance/ROAS,445.32,3890,25588,7,151.5,Working Professionals,top rated productivity app,8123,2.6,63.61714285714286,0.34020479655079494
2024-03-03,TikTok,Performance/ROAS,280.47,1020,22326,8,286.99,Working Professionals,easy goal setting,15099,3.2,35.05875,1.02324669305095
2024-07-07,Google Search,Performance/ROAS,197.73,2488,45581,8,430.2,Working Professionals,mobile finance solutions,12312,3.8,24.71625,2.1756941283568505
2024-04-27,Google Search,Brand Awareness,297.69,718,25070,10,4.47,Millennials,top rated productivity app,16936,4.2,29.769,0.015015620276126171
2024-12-13,Google Search,Performance/ROAS,11.79,709,42549,12,396.67,Students,top rated productivity app,4073,3.7,0.9824999999999999,33.64461407972859
2024-12-22,TikTok,Re-engagement,497.41,79,6544,10,591.04,Gen Z,free habit tracker,9995,0.7,49.741,1.1882350575983593
2024-02-28,Google Search,Performance/ROAS,79.25,2323,17795,13,384.83,Millennials,best budget planning app,22716,4.1,6.096153846153846,4.85589905362776
2024-08-27,Google Search,Performance/ROAS,343.58,1683,23337,7,913.16,Millennials,secure investment tracker,22672,4.3,49.082857142857144,2.657779847488212
2024-01-08,Facebook,Performance/ROAS,262.51,890,8891,7,204.76,Millennials,best budget planning app,29299,1.7,37.50142857142857,0.7800083806331187
